"Game","Map","Outcome","Event","Player_Team","Action","Player","Concat1","Role1","Concat","Role","Game_Feed","Getting_Voted_Off","Getting_Killed","Game_Player_That_Died","Day","Dying_Feed","Killing_Feed","Finding_Bodies_Feed","Body_Found_Feed","Meeting_Called_Feed","First_Kill_Feed","Self_Report_Code","Self_Report_Feed","Voted_Off_As_Crew_Feed","Body_Skipped_Feed","Votes_Off_Code","Vote_ID","Day_1_Vote","Crew_Alive","Impostors_Alive","Score","Crew_1","Is_Crew_1_Alive_1","Vote1","Crew_2","Is_Crew_1_Alive_2","Vote2","Crew_3","Is_Crew_3_Alive","Vote3","Crew_4","Is_Crew_4_Alive?","Vote4","Crew_5","Is_Crew_5_alive?","Vote5","Crew_6","Is_Crew_6_Alive?","Vote6","Crew_7","Is_Crew_7_Alive?","Vote7","Crew_8","Is_Crew_8_Alive?","Vote8"
221,"Polus",NA,7,"Crew","skips voting.",NA,"221-Crew",NA,"221-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","Yes",NA,"Nick","No",NA
221,"Polus",NA,8,"Dix","kills","Chosaucer","221-Dix","(Impostor)","221-Chosaucer","(Crew).","Dix (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","221-Chosaucer",3,"Chosaucer","Dix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","Yes",NA,"Nick","No",NA
221,"Polus",NA,9,"Oltanya","kills","BRazz","221-Oltanya","(Impostor)","221-BRazz","(Crew).","Oltanya (Impostor) kills BRazz (Crew).",NA,"BRazz","221-BRazz",3,"BRazz","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Chosaucer","No",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","Yes",NA,"Nick","No",NA
221,"Polus",NA,10,"Pojo","finds body of","BRazz","221-Pojo","(Crew)","221-BRazz","(Crew).","Pojo (Crew) finds body of BRazz (Crew).",NA,NA,NA,3,NA,NA,"Pojo","BRazz",NA,NA,NA,NA,NA,NA,2,"221-3","Impostor voted off.",3,2,"3-2","Chosaucer","No","3-Chosaucer-Dead","Pojo","Yes","3-Pojo-Impostor voted off.","Scott","Yes","3-Scott-Impostor voted off.","LadyAtarka","Yes","3-LadyAtarka-Impostor voted off.","Andrew","No","3-Andrew-Dead","DBatterskull","No","3-DBatterskull-Dead","BRazz","No","3-BRazz-Dead","Nick","No","3-Nick-Dead"
221,"Polus",NA,11,"Crew","votes off","Oltanya","221-Crew",NA,"221-Oltanya","(Impostor).","Crew votes off Oltanya (Impostor).","Oltanya",NA,"221-Oltanya",3,"Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","Chosaucer","No",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","No",NA,"Nick","No",NA
221,"Polus",NA,12,"Dix","kills","Scott","221-Dix","(Impostor)","221-Scott","(Crew).","Dix (Impostor) kills Scott (Crew).",NA,"Scott","221-Scott",4,"Scott","Dix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Chosaucer","No",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","No",NA,"Nick","No",NA
221,"Polus","221-End",13,NA,"Crew Win - Tasks",NA,"221-",NA,"221-",NA,"Crew Win - Tasks",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","Chosaucer","No",NA,"Pojo","Yes",NA,"Scott","No",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","No",NA,"BRazz","No",NA,"Nick","No",NA
222,"The Skeld",NA,1,"Mani","kills","Pheylop","222-Mani","(Impostor)","222-Pheylop","(Crew).","Mani (Impostor) kills Pheylop (Crew).",NA,"Pheylop","222-Pheylop",1,"Pheylop","Mani",NA,NA,NA,"Pheylop",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","Yes",NA
222,"The Skeld",NA,2,"dokomoy","finds body of","Pheylop","222-dokomoy","(Crew)","222-Pheylop","(Crew).","dokomoy (Crew) finds body of Pheylop (Crew).",NA,NA,NA,1,NA,NA,"dokomoy","Pheylop",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld",NA,3,"Mani","kills","Dix","222-Mani","(Impostor)","222-Dix","(Crew).","Mani (Impostor) kills Dix (Crew).",NA,"Dix","222-Dix",1,"Dix","Mani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld",NA,4,"Oltanya","kills","Pojo","222-Oltanya","(Impostor)","222-Pojo","(Crew).","Oltanya (Impostor) kills Pojo (Crew).",NA,"Pojo","222-Pojo",1,"Pojo","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","Yes",NA,"Dix","No",NA,"Pojo","Yes",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld",NA,5,"Oltanya","kills","Nick","222-Oltanya","(Impostor)","222-Nick","(Crew).","Oltanya (Impostor) kills Nick (Crew).",NA,"Nick","222-Nick",1,"Nick","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","Yes",NA,"Dix","No",NA,"Pojo","No",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld",NA,6,"Chosaucer","finds body of","Dix","222-Chosaucer","(Crew)","222-Dix","(Crew).","Chosaucer (Crew) finds body of Dix (Crew).",NA,NA,NA,1,NA,NA,"Chosaucer","Dix",NA,NA,NA,NA,NA,NA,1,"222-1","Crew voted off.",4,2,"4-2","Chosaucer","Yes","1-Chosaucer-Crew voted off.","Scott","Yes","1-Scott-Crew voted off.","Nick","No","1-Nick-Dead","Dix","No","1-Dix-Dead","Pojo","No","1-Pojo-Dead","DBatterskull","Yes","1-DBatterskull-Crew voted off.","dokomoy","Yes","1-dokomoy-Crew voted off.","Pheylop","No","1-Pheylop-Dead"
222,"The Skeld",NA,7,"Crew","votes off","Scott","222-Crew",NA,"222-Scott","(Crew).","Crew votes off Scott (Crew).","Scott",NA,"222-Scott",1,"Scott",NA,NA,NA,NA,NA,NA,NA,"Scott",NA,NA,NA,NA,3,2,"3-2","Chosaucer","Yes",NA,"Scott","Yes",NA,"Nick","No",NA,"Dix","No",NA,"Pojo","No",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld",NA,8,"Oltanya","kills","Chosaucer","222-Oltanya","(Impostor)","222-Chosaucer","(Crew).","Oltanya (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","222-Chosaucer",2,"Chosaucer","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","Chosaucer","Yes",NA,"Scott","No",NA,"Nick","No",NA,"Dix","No",NA,"Pojo","No",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
222,"The Skeld","222-End",9,NA,"Impostor Win - Kills",NA,"222-",NA,"222-",NA,"Impostor Win - Kills",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"2-2","Chosaucer","No",NA,"Scott","No",NA,"Nick","No",NA,"Dix","No",NA,"Pojo","No",NA,"DBatterskull","Yes",NA,"dokomoy","Yes",NA,"Pheylop","No",NA
223,"The Skeld",NA,1,"Chosaucer","kills","Oltanya","223-Chosaucer","(Impostor)","223-Oltanya","(Crew).","Chosaucer (Impostor) kills Oltanya (Crew).",NA,"Oltanya","223-Oltanya",1,"Oltanya","Chosaucer",NA,NA,NA,"Oltanya",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","Yes",NA,"Nick","Yes",NA,"dokomoy","Yes",NA,"Mani","Yes",NA,"Oltanya","Yes",NA
223,"The Skeld",NA,2,"DBatterskull","finds body of","Oltanya","223-DBatterskull","(Crew)","223-Oltanya","(Crew).","DBatterskull (Crew) finds body of Oltanya (Crew).",NA,NA,NA,1,NA,NA,"DBatterskull","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","Yes",NA,"Nick","Yes",NA,"dokomoy","Yes",NA,"Mani","Yes",NA,"Oltanya","No",NA
223,"The Skeld",NA,3,"Pheylop","kills","DBatterskull","223-Pheylop","(Impostor)","223-DBatterskull","(Crew).","Pheylop (Impostor) kills DBatterskull (Crew).",NA,"DBatterskull","223-DBatterskull",1,"DBatterskull","Pheylop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","Yes",NA,"Nick","Yes",NA,"dokomoy","Yes",NA,"Mani","Yes",NA,"Oltanya","No",NA
223,"The Skeld",NA,4,"Chosaucer","kills","dokomoy","223-Chosaucer","(Impostor)","223-dokomoy","(Crew).","Chosaucer (Impostor) kills dokomoy (Crew).",NA,"dokomoy","223-dokomoy",1,"dokomoy","Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","No",NA,"Nick","Yes",NA,"dokomoy","Yes",NA,"Mani","Yes",NA,"Oltanya","No",NA
223,"The Skeld",NA,5,"Dix","finds body of","DBatterskull","223-Dix","(Crew)","223-DBatterskull","(Crew).","Dix (Crew) finds body of DBatterskull (Crew).",NA,NA,NA,1,NA,NA,"Dix","DBatterskull",NA,NA,NA,NA,NA,NA,2,"223-1","Impostor voted off.",5,2,"5-2","Pojo","Yes","1-Pojo-Impostor voted off.","Dix","Yes","1-Dix-Impostor voted off.","Scott","Yes","1-Scott-Impostor voted off.","DBatterskull","No","1-DBatterskull-Dead","Nick","Yes","1-Nick-Impostor voted off.","dokomoy","No","1-dokomoy-Dead","Mani","Yes","1-Mani-Impostor voted off.","Oltanya","No","1-Oltanya-Dead"
223,"The Skeld",NA,6,"Crew","votes off","Chosaucer","223-Crew",NA,"223-Chosaucer","(Impostor).","Crew votes off Chosaucer (Impostor).","Chosaucer",NA,"223-Chosaucer",1,"Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","No",NA,"Nick","Yes",NA,"dokomoy","No",NA,"Mani","Yes",NA,"Oltanya","No",NA
223,"The Skeld",NA,7,"Mani","calls an emergency meeting.",NA,"223-Mani","(Crew)","223-",NA,"Mani (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Mani",NA,NA,NA,NA,NA,2,"223-2","Impostor voted off.",5,1,"5-1","Pojo","Yes","2-Pojo-Impostor voted off.","Dix","Yes","2-Dix-Impostor voted off.","Scott","Yes","2-Scott-Impostor voted off.","DBatterskull","No","2-DBatterskull-Dead","Nick","Yes","2-Nick-Impostor voted off.","dokomoy","No","2-dokomoy-Dead","Mani","Yes","2-Mani-Impostor voted off.","Oltanya","No","2-Oltanya-Dead"
223,"The Skeld",NA,8,"Crew","votes off","Pheylop","223-Crew",NA,"223-Pheylop","(Impostor).","Crew votes off Pheylop (Impostor).","Pheylop",NA,"223-Pheylop",2,"Pheylop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"5-1","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","No",NA,"Nick","Yes",NA,"dokomoy","No",NA,"Mani","Yes",NA,"Oltanya","No",NA
223,"The Skeld","223-End",9,NA,"Crew Win - Voting",NA,"223-",NA,"223-",NA,"Crew Win - Voting",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,"5-0","Pojo","Yes",NA,"Dix","Yes",NA,"Scott","Yes",NA,"DBatterskull","No",NA,"Nick","Yes",NA,"dokomoy","No",NA,"Mani","Yes",NA,"Oltanya","No",NA
224,"The Skeld",NA,1,"Scott","kills","Pheylop","224-Scott","(Impostor)","224-Pheylop","(Crew).","Scott (Impostor) kills Pheylop (Crew).",NA,"Pheylop","224-Pheylop",1,"Pheylop","Scott",NA,NA,NA,"Pheylop",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","Yes",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","Yes",NA,"Pheylop","Yes",NA
224,"The Skeld",NA,2,"Chosaucer","finds body of","Pheylop","224-Chosaucer","(Crew)","224-Pheylop","(Crew).","Chosaucer (Crew) finds body of Pheylop (Crew).",NA,NA,NA,1,NA,NA,"Chosaucer","Pheylop",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"224-1","Skipped Vote.",7,2,"7-2","Chosaucer","Yes","1-Chosaucer-Skipped Vote.","Dix","Yes","1-Dix-Skipped Vote.","Pojo","Yes","1-Pojo-Skipped Vote.","Nick","Yes","1-Nick-Skipped Vote.","Oltanya","Yes","1-Oltanya-Skipped Vote.","DBatterskull","Yes","1-DBatterskull-Skipped Vote.","Mani","Yes","1-Mani-Skipped Vote.","Pheylop","No","1-Pheylop-Dead"
224,"The Skeld",NA,3,"Crew","skips voting.",NA,"224-Crew",NA,"224-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","Yes",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","Yes",NA,"Pheylop","No",NA
224,"The Skeld",NA,4,"Scott","kills","Nick","224-Scott","(Impostor)","224-Nick","(Crew).","Scott (Impostor) kills Nick (Crew).",NA,"Nick","224-Nick",2,"Nick","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","Yes",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","Yes",NA,"Pheylop","No",NA
224,"The Skeld",NA,5,"Pojo","finds body of","Nick","224-Pojo","(Crew)","224-Nick","(Crew).","Pojo (Crew) finds body of Nick (Crew).",NA,NA,NA,2,NA,NA,"Pojo","Nick",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"224-2","Skipped Vote.",6,2,"6-2","Chosaucer","Yes","2-Chosaucer-Skipped Vote.","Dix","Yes","2-Dix-Skipped Vote.","Pojo","Yes","2-Pojo-Skipped Vote.","Nick","No","2-Nick-Dead","Oltanya","Yes","2-Oltanya-Skipped Vote.","DBatterskull","Yes","2-DBatterskull-Skipped Vote.","Mani","Yes","2-Mani-Skipped Vote.","Pheylop","No","2-Pheylop-Dead"
224,"The Skeld",NA,6,"Crew","skips voting.",NA,"224-Crew",NA,"224-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","Yes",NA,"Pheylop","No",NA
224,"The Skeld",NA,7,"Scott","kills","Mani","224-Scott","(Impostor)","224-Mani","(Crew).","Scott (Impostor) kills Mani (Crew).",NA,"Mani","224-Mani",3,"Mani","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","Yes",NA,"Pheylop","No",NA
224,"The Skeld",NA,8,"Pojo","finds body of","Mani","224-Pojo","(Crew)","224-Mani","(Crew).","Pojo (Crew) finds body of Mani (Crew).",NA,NA,NA,3,NA,NA,"Pojo","Mani",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"224-3","Skipped Vote.",5,2,"5-2","Chosaucer","Yes","3-Chosaucer-Skipped Vote.","Dix","Yes","3-Dix-Skipped Vote.","Pojo","Yes","3-Pojo-Skipped Vote.","Nick","No","3-Nick-Dead","Oltanya","Yes","3-Oltanya-Skipped Vote.","DBatterskull","Yes","3-DBatterskull-Skipped Vote.","Mani","No","3-Mani-Dead","Pheylop","No","3-Pheylop-Dead"
224,"The Skeld",NA,9,"Crew","skips voting.",NA,"224-Crew",NA,"224-",NA,"Crew skips voting.",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,10,"dokomoy","kills","DBatterskull","224-dokomoy","(Impostor)","224-DBatterskull","(Crew).","dokomoy (Impostor) kills DBatterskull (Crew).",NA,"DBatterskull","224-DBatterskull",4,"DBatterskull","dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","Yes",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,11,"Scott","finds body of","DBatterskull","224-Scott","(Impostor)","224-DBatterskull","(Crew).","Scott (Impostor) finds body of DBatterskull (Crew).",NA,NA,NA,4,NA,NA,"Scott","DBatterskull",NA,NA,1,"Co-Impostor report",NA,NA,2,"224-4","Impostor voted off.",4,2,"4-2","Chosaucer","Yes","4-Chosaucer-Impostor voted off.","Dix","Yes","4-Dix-Impostor voted off.","Pojo","Yes","4-Pojo-Impostor voted off.","Nick","No","4-Nick-Dead","Oltanya","Yes","4-Oltanya-Impostor voted off.","DBatterskull","No","4-DBatterskull-Dead","Mani","No","4-Mani-Dead","Pheylop","No","4-Pheylop-Dead"
224,"The Skeld",NA,12,"Crew","votes off","dokomoy","224-Crew",NA,"224-dokomoy","(Impostor).","Crew votes off dokomoy (Impostor).","dokomoy",NA,"224-dokomoy",4,"dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,13,"Chosaucer","calls an emergency meeting.",NA,"224-Chosaucer","(Crew)","224-",NA,"Chosaucer (Crew) calls an emergency meeting.",NA,NA,NA,5,NA,NA,NA,NA,"Chosaucer",NA,NA,NA,NA,"Skipped - Meeting Called",0,"224-5","Skipped Vote.",4,1,"4-1","Chosaucer","Yes","5-Chosaucer-Skipped Vote.","Dix","Yes","5-Dix-Skipped Vote.","Pojo","Yes","5-Pojo-Skipped Vote.","Nick","No","5-Nick-Dead","Oltanya","Yes","5-Oltanya-Skipped Vote.","DBatterskull","No","5-DBatterskull-Dead","Mani","No","5-Mani-Dead","Pheylop","No","5-Pheylop-Dead"
224,"The Skeld",NA,14,"Crew","skips voting.",NA,"224-Crew",NA,"224-",NA,"Crew skips voting.",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,15,"Scott","kills","Chosaucer","224-Scott","(Impostor)","224-Chosaucer","(Crew).","Scott (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","224-Chosaucer",6,"Chosaucer","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","Chosaucer","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,16,"Pojo","finds body of","Chosaucer","224-Pojo","(Crew)","224-Chosaucer","(Crew).","Pojo (Crew) finds body of Chosaucer (Crew).",NA,NA,NA,6,NA,NA,"Pojo","Chosaucer",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"224-6","Skipped Vote.",3,1,"3-1","Chosaucer","No","6-Chosaucer-Dead","Dix","Yes","6-Dix-Skipped Vote.","Pojo","Yes","6-Pojo-Skipped Vote.","Nick","No","6-Nick-Dead","Oltanya","Yes","6-Oltanya-Skipped Vote.","DBatterskull","No","6-DBatterskull-Dead","Mani","No","6-Mani-Dead","Pheylop","No","6-Pheylop-Dead"
224,"The Skeld",NA,17,"Crew","skips voting.",NA,"224-Crew",NA,"224-",NA,"Crew skips voting.",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Chosaucer","No",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,18,"Scott","kills","Pojo","224-Scott","(Impostor)","224-Pojo","(Crew).","Scott (Impostor) kills Pojo (Crew).",NA,"Pojo","224-Pojo",7,"Pojo","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Chosaucer","No",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld",NA,19,"Oltanya","finds body of","Pojo","224-Oltanya","(Crew)","224-Pojo","(Crew).","Oltanya (Crew) finds body of Pojo (Crew).",NA,NA,NA,7,NA,NA,"Oltanya","Pojo",NA,NA,NA,NA,NA,NA,2,"224-7","Impostor voted off.",2,1,"2-1","Chosaucer","No","7-Chosaucer-Dead","Dix","Yes","7-Dix-Impostor voted off.","Pojo","No","7-Pojo-Dead","Nick","No","7-Nick-Dead","Oltanya","Yes","7-Oltanya-Impostor voted off.","DBatterskull","No","7-DBatterskull-Dead","Mani","No","7-Mani-Dead","Pheylop","No","7-Pheylop-Dead"
224,"The Skeld",NA,20,"Crew","votes off","Scott","224-Crew",NA,"224-Scott","(Impostor).","Crew votes off Scott (Impostor).","Scott",NA,"224-Scott",7,"Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","Chosaucer","No",NA,"Dix","Yes",NA,"Pojo","No",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
224,"The Skeld","224-End",21,NA,"Crew Win - Voting",NA,"224-",NA,"224-",NA,"Crew Win - Voting",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"2-0","Chosaucer","No",NA,"Dix","Yes",NA,"Pojo","No",NA,"Nick","No",NA,"Oltanya","Yes",NA,"DBatterskull","No",NA,"Mani","No",NA,"Pheylop","No",NA
225,"The Skeld",NA,1,"dokomoy","kills","Oltanya","225-dokomoy","(Impostor)","225-Oltanya","(Crew).","dokomoy (Impostor) kills Oltanya (Crew).",NA,"Oltanya","225-Oltanya",1,"Oltanya","dokomoy",NA,NA,NA,"Oltanya",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Chosaucer","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Mani","Yes",NA,"Pheylop","Yes",NA,"Oltanya","Yes",NA,"Scott","Yes",NA
225,"The Skeld",NA,2,"Mani","finds body of","Oltanya","225-Mani","(Crew)","225-Oltanya","(Crew).","Mani (Crew) finds body of Oltanya (Crew).",NA,NA,NA,1,NA,NA,"Mani","Oltanya",NA,NA,NA,NA,NA,NA,2,"225-1","Impostor voted off.",7,2,"7-2","Chosaucer","Yes","1-Chosaucer-Impostor voted off.","Nick","Yes","1-Nick-Impostor voted off.","Dix","Yes","1-Dix-Impostor voted off.","Pojo","Yes","1-Pojo-Impostor voted off.","Mani","Yes","1-Mani-Impostor voted off.","Pheylop","Yes","1-Pheylop-Impostor voted off.","Oltanya","No","1-Oltanya-Dead","Scott","Yes","1-Scott-Impostor voted off."
225,"The Skeld",NA,3,"Crew","votes off","dokomoy","225-Crew",NA,"225-dokomoy","(Impostor).","Crew votes off dokomoy (Impostor).","dokomoy",NA,"225-dokomoy",1,"dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Mani","Yes",NA,"Pheylop","Yes",NA,"Oltanya","No",NA,"Scott","Yes",NA
225,"The Skeld",NA,4,"DBatterskull","kills","Scott","225-DBatterskull","(Impostor)","225-Scott","(Crew).","DBatterskull (Impostor) kills Scott (Crew).",NA,"Scott","225-Scott",2,"Scott","DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"7-1","Chosaucer","Yes",NA,"Nick","Yes",NA,"Dix","Yes",NA,"Pojo","Yes",NA,"Mani","Yes",NA,"Pheylop","Yes",NA,"Oltanya","No",NA,"Scott","Yes",NA
225,"The Skeld",NA,5,"Pojo","finds body of","Scott","225-Pojo","(Crew)","225-Scott","(Crew).","Pojo (Crew) finds body of Scott (Crew).",NA,NA,NA,2,NA,NA,"Pojo","Scott",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"225-2","Skipped Vote.",6,1,"6-1","Chosaucer","Yes","2-Chosaucer-Skipped Vote.","Nick","Yes","2-Nick-Skipped Vote.","Dix","Yes","2-Dix-Skipped Vote.","Pojo","Yes","2-Pojo-Skipped Vote.","Mani","Yes","2-Mani-Skipped Vote.","Pheylop","Yes","2-Pheylop-Skipped Vote.","Oltanya","No","2-Oltanya-Dead","Scott","No","2-Scott-Dead"
